DateTime ,Fan Voltage ,SFR1 ,PMr1 ,SFR2 ,PMr2
2018/07/26 15:33:23 , 2.25 , 0 , 0 , 3.700000047683716 , 0.0 ,
2018/07/26 15:33:26 , 2.25 , 3.700000047683716 , 0.0 , 3.8947367668151855 , 2.3516790866851807 ,
2018/07/26 15:33:30 , 2.25 , 4.352941036224365 , 0.9102864265441895 , 4.162499904632568 , 2.2592341899871826 ,
2018/07/26 15:33:33 , 2.25 , 4.090452194213867 , 1.9090096950531006 , 4.255000114440918 , 0.7274190187454224 ,
2018/07/26 15:33:36 , 2.25 , 4.095940589904785 , 5.164506435394287 , 4.352941036224365 , 2.659144639968872 ,
2018/07/26 15:33:40 , 2.25 , 4.152517795562744 , 1.982930302619934 , 4.4683356285095215 , 0.7205372452735901 ,
2018/07/26 15:33:43 , 2.25 , 4.197997570037842 , 1.8294527530670166 , 4.443418025970459 , 1.1667203903198242 ,
2018/07/26 15:33:46 , 2.25 , 4.149532794952393 , 1.284295678138733 , 4.42983341217041 , 0.9545927047729492 ,
2018/07/26 15:33:49 , 2.25 , 4.118260860443115 , 2.3040878772735596 , 4.3695068359375 , 0.6661067008972168 ,
2018/07/26 15:33:53 , 2.25 , 4.08867073059082 , 2.7453792095184326 , 4.410974502563477 , 2.5473639965057373 ,
2018/07/26 15:33:56 , 2.25 , 4.07024621963501 , 2.006965398788452 , 4.322215557098389 , 1.5366156101226807 ,
2018/07/26 15:33:59 , 2.25 , 4.075011253356934 , 1.4232488870620728 , 4.269487380981445 , 0.9691336750984192 ,
2018/07/26 15:34:03 , 2.25 , 4.052940845489502 , 3.163332223892212 , 4.283173561096191 , 0.8608826994895935 ,
2018/07/26 15:34:06 , 2.25 , 4.061845302581787 , 3.8399007320404053 , 4.253503799438477 , 1.9526453018188477 ,
2018/07/26 15:34:09 , 2.25 , 4.03000020980835 , 1.926644206047058 , 4.294082164764404 , 2.2436575889587402 ,
2018/07/26 15:34:13 , 2.25 , 3.9927942752838135 , 1.5983964204788208 , 4.274207592010498 , 2.8446006774902344 ,
2018/07/26 15:34:16 , 2.25 , 4.00165319442749 , 0.9228075742721558 , 4.326760292053223 , 2.3358263969421387 ,
2018/07/26 15:34:19 , 2.25 , 3.984706401824951 , 1.7092621326446533 , 4.33048152923584 , 2.6671249866485596 ,
2018/07/26 15:34:22 , 2.25 , 3.970496416091919 , 5.616827011108398 , 4.309576034545898 , 1.664870023727417 ,
2018/07/26 15:34:26 , 2.25 , 3.9916486740112305 , 5.237827301025391 , 4.282608985900879 , 4.306474208831787 ,
2018/07/26 15:34:29 , 2.25 , 4.009700298309326 , 1.0286023616790771 , 4.292516708374023 , 0.5414320826530457 ,
2018/07/26 15:34:32 , 2.25 , 3.9583680629730225 , 6.120693683624268 , 4.32913064956665 , 0.9123456478118896 ,
2018/07/26 15:34:36 , 2.25 , 3.9052531719207764 , 1.917927622795105 , 4.37787389755249 , 2.4258134365081787 ,
2018/07/26 15:34:39 , 2.25 , 3.867197275161743 , 1.4215900897979736 , 4.344707012176514 , 0.9866632223129272 ,
2018/07/26 15:34:42 , 2.25 , 3.929844617843628 , 3.9532859325408936 , 4.268306732177734 , 1.9175981283187866 ,
2018/07/26 15:34:46 , 2.25 , 3.923546314239502 , 1.6756192445755005 , 4.245118141174316 , 1.1397531032562256 ,
2018/07/26 15:34:49 , 2.25 , 3.9535458087921143 , 3.4625802040100098 , 4.291090965270996 , 3.216545343399048 ,
2018/07/26 15:34:52 , 2.25 , 4.071773052215576 , 2.3672351837158203 , 4.335809707641602 , 0.9829403758049011 ,
2018/07/26 15:34:56 , 2.25 , 4.01909875869751 , 3.7403194904327393 , 4.305118083953857 , 2.458472728729248 ,
2018/07/26 15:34:59 , 2.25 , 3.9661049842834473 , 3.274141311645508 , 4.281348705291748 , 3.1218066215515137 ,
2018/07/26 15:35:02 , 2.25 , 3.989558219909668 , 2.92281436920166 , 4.323247909545898 , 1.0935988426208496 ,
2018/07/26 15:35:05 , 2.25 , 4.005003929138184 , 1.8363113403320312 , 4.25804328918457 , 0.6842094659805298 ,
2018/07/26 15:35:09 , 2.25 , 3.9708056449890137 , 1.0720429420471191 , 4.236413478851318 , 1.5122852325439453 ,
2018/07/26 15:35:12 , 2.25 , 3.996610403060913 , 1.884814977645874 , 4.219638347625732 , 1.7017966508865356 ,
2018/07/26 15:35:15 , 2.25 , 4.0397443771362305 , 1.1085436344146729 , 4.24128532409668 , 2.272491931915283 ,
2018/07/26 15:35:19 , 2.25 , 4.050638675689697 , 5.465817451477051 , 4.133595943450928 , 0.9736725687980652 ,
2018/07/26 15:35:22 , 2.25 , 4.023794174194336 , 4.031765937805176 , 4.166120529174805 , 1.6522173881530762 ,
