DateTime ,Fan Voltage ,SFR1 ,PMr1 ,SFR2 ,PMr2
2018/07/26 13:14:53 , 12.0 , 3.700000047683716 , 0.0 , 3.700000047683716 , 0.0 ,
2018/07/26 13:14:55 , 2.25 , 4.352941036224365 , 0.8418702483177185 , 4.933333396911621 , 2.530923366546631 ,
2018/07/26 13:14:57 , 2.25 , 4.313901424407959 , 0.6854934692382812 , 4.933333396911621 , 1.011838436126709 ,
2018/07/26 13:14:59 , 2.25 , 4.316666603088379 , 7.958539962768555 , 4.188679218292236 , 0.43300220370292664 ,
2018/07/26 13:15:00 , 2.25 , 4.321167945861816 , 1.0066401958465576 , 4.567901134490967 , 0.7376554012298584 ,
2018/07/26 13:15:02 , 2.25 , 4.277456760406494 , 1.677621603012085 , 4.567901134490967 , 0.29345664381980896 ,
2018/07/26 13:15:04 , 2.25 , 4.277456760406494 , 4.096599102020264 , 4.4273505210876465 , 1.170222282409668 ,
2018/07/26 13:15:05 , 2.25 , 4.304709434509277 , 3.3599393367767334 , 4.136645793914795 , 3.3092200756073 ,
2018/07/26 13:15:07 , 2.25 , 4.306878566741943 , 0.9776578545570374 , 4.0590715408325195 , 0.8693057298660278 ,
2018/07/26 13:15:08 , 2.25 , 4.26923131942749 , 0.6483227014541626 , 4.154386043548584 , 1.2150551080703735 ,
2018/07/26 13:15:16 , 2.25 , 4.26923131942749 , 8.524450302124023 , 4.3235955238342285 , 1.63631010055542 ,
2018/07/26 13:15:18 , 2.5 , 4.2214765548706055 , 3.217942237854004 , 4.2151899337768555 , 2.141444206237793 ,
2018/07/26 13:15:19 , 2.5 , 4.209580898284912 , 5.395893573760986 , 4.2151899337768555 , 3.005300283432007 ,
2018/07/26 13:15:21 , 2.5 , 4.204545497894287 , 7.47014856338501 , 4.2028398513793945 , 4.818812847137451 ,
2018/07/26 13:15:22 , 2.5 , 4.23433256149292 , 2.5594189167022705 , 4.1750969886779785 , 2.776273012161255 ,
2018/07/26 13:15:24 , 2.5 , 4.23433256149292 , 0.32400256395339966 , 4.1750969886779785 , 1.338435411453247 ,
2018/07/26 13:15:26 , 2.5 , 4.105806350708008 , 0.8632636070251465 , 4.196597576141357 , 1.2239443063735962 ,
2018/07/26 13:15:27 , 2.5 , 4.145411014556885 , 3.1318717002868652 , 4.206038951873779 , 4.485995769500732 ,
2018/07/26 13:15:29 , 2.5 , 4.153493404388428 , 0.6955461502075195 , 4.195876121520996 , 7.644208908081055 ,
2018/07/26 13:15:31 , 2.5 , 4.157303333282471 , 0.98221755027771 , 4.22857141494751 , 2.21632719039917 ,
2018/07/26 13:15:38 , 2.5 , 4.151814937591553 , 3.154306173324585 , 4.315136909484863 , 1.0413789749145508 ,
