DateTime ,Fan Voltage ,SFR1 ,PMr1 ,SFR2 ,PMr2
2018/07/26 14:01:55 , 10.25 , 3.700000047683716 , 0.0 , 3.700000047683716 , 0.0 ,
2018/07/26 14:01:56 , 2.25 , 3.8947367668151855 , 2.6653218269348145 , 3.700000047683716 , 1.422989010810852 ,
2018/07/26 14:01:57 , 2.25 , 3.8573389053344727 , 1.7936378717422485 , 3.8057141304016113 , 7.201523303985596 ,
2018/07/26 14:01:58 , 2.25 , 3.885226011276245 , 1.1826897859573364 , 3.821596384048462 , 1.6831740140914917 ,
2018/07/26 14:02:00 , 2.25 , 3.8516058921813965 , 7.678126335144043 , 3.938375234603882 , 8.888629913330078 ,
2018/07/26 14:02:01 , 2.25 , 3.8751258850097656 , 2.6839911937713623 , 4.06407356262207 , 6.90646505355835 ,
2018/07/26 14:02:02 , 2.25 , 3.8908731937408447 , 0.9148308634757996 , 4.13763427734375 , 4.07178258895874 ,
2018/07/26 14:02:04 , 2.25 , 3.913125514984131 , 2.6020002365112305 , 4.2028398513793945 , 0.42087411880493164 ,
2018/07/26 14:02:05 , 2.25 , 3.910569190979004 , 2.645233154296875 , 4.280991554260254 , 1.6658083200454712 ,
2018/07/26 14:02:06 , 2.25 , 3.941380262374878 , 11.60696029663086 , 4.190760135650635 , 5.438621997833252 ,
2018/07/26 14:02:14 , 2.25 , 3.967111587524414 , 9.179299354553223 , 4.156595706939697 , 2.6037509441375732 ,
2018/07/26 14:02:15 , 2.5 , 4.004745960235596 , 6.0903425216674805 , 4.183073997497559 , 3.317484140396118 ,
2018/07/26 14:02:16 , 2.5 , 4.017141819000244 , 1.5949870347976685 , 4.250611305236816 , 8.10727310180664 ,
2018/07/26 14:02:17 , 2.5 , 4.003994464874268 , 1.721558690071106 , 4.258312225341797 , 7.138068675994873 ,
2018/07/26 14:02:19 , 2.5 , 3.9883902072906494 , 3.4402973651885986 , 4.279518127441406 , 0.6303723454475403 ,
2018/07/26 14:02:20 , 2.5 , 4.005471229553223 , 5.501002788543701 , 4.238031387329102 , 8.424371719360352 ,
2018/07/26 14:02:21 , 2.5 , 4.031184673309326 , 4.526253700256348 , 4.221034049987793 , 1.5805761814117432 ,
2018/07/26 14:02:23 , 2.5 , 4.022377014160156 , 0.7857518196105957 , 4.2231316566467285 , 1.1228086948394775 ,
2018/07/26 14:02:24 , 2.5 , 4.027390956878662 , 3.031132221221924 , 4.229137420654297 , 4.952186107635498 ,
2018/07/26 14:02:25 , 2.5 , 4.016867160797119 , 1.1002161502838135 , 4.2464447021484375 , 0.5424352884292603 ,
2018/07/26 14:02:33 , 2.5 , 4.045259475708008 , 1.888059139251709 , 4.3708815574646 , 3.5973193645477295 ,
2018/07/26 14:02:34 , 2.75 , 4.011035442352295 , 4.065731525421143 , 4.308907508850098 , 4.64551305770874 ,
2018/07/26 14:02:35 , 2.75 , 4.03537130355835 , 1.5630704164505005 , 4.311633586883545 , 7.176684379577637 ,
2018/07/26 14:02:36 , 2.75 , 4.022167682647705 , 3.9388253688812256 , 4.263948440551758 , 1.8186944723129272 ,
2018/07/26 14:02:38 , 2.75 , 4.047288417816162 , 14.61136531829834 , 4.254063606262207 , 1.6899049282073975 ,
2018/07/26 14:02:39 , 2.75 , 4.001561641693115 , 1.3183019161224365 , 4.2703728675842285 , 1.7328914403915405 ,
2018/07/26 14:02:40 , 2.75 , 4.0311431884765625 , 2.657444715499878 , 4.253159046173096 , 1.6115115880966187 ,
2018/07/26 14:02:42 , 2.75 , 4.063755512237549 , 2.0452985763549805 , 4.298749923706055 , 2.5285282135009766 ,
2018/07/26 14:02:43 , 2.75 , 4.063755512237549 , 5.384375095367432 , 4.326495170593262 , 1.721235990524292 ,
2018/07/26 14:02:44 , 2.75 , 4.0766520500183105 , 2.039135217666626 , 4.329926013946533 , 0.8494122624397278 ,
2018/07/26 14:02:52 , 2.75 , 4.096653938293457 , 1.7841697931289673 , 4.337399005889893 , 2.729168176651001 ,
2018/07/26 14:02:53 , 3.0 , 4.100649833679199 , 3.357013463973999 , 4.3865861892700195 , 10.998522758483887 ,
2018/07/26 14:02:54 , 3.0 , 4.097099304199219 , 1.6228028535842896 , 4.417182922363281 , 1.4506409168243408 ,
2018/07/26 14:02:55 , 3.0 , 4.0778374671936035 , 1.5581820011138916 , 4.396724224090576 , 1.9957866668701172 ,
2018/07/26 14:02:57 , 3.0 , 4.08616828918457 , 1.3139724731445312 , 4.412205696105957 , 2.3247251510620117 ,
2018/07/26 14:02:58 , 3.0 , 4.065239906311035 , 2.339242935180664 , 4.421894550323486 , 1.4930062294006348 ,
2018/07/26 14:02:59 , 3.0 , 4.068731784820557 , 0.9565436840057373 , 4.4011006355285645 , 5.037747859954834 ,
2018/07/26 14:03:01 , 3.0 , 4.054798126220703 , 5.388969421386719 , 4.357742786407471 , 0.7451719641685486 ,
2018/07/26 14:03:02 , 3.0 , 4.063776969909668 , 5.199708938598633 , 4.357513904571533 , 7.2189860343933105 ,
2018/07/26 14:03:03 , 3.0 , 4.068034648895264 , 5.567966938018799 , 4.376986026763916 , 1.1391962766647339 ,
2018/07/26 14:03:11 , 3.0 , 4.070700645446777 , 3.5936031341552734 , 4.4450907707214355 , 1.0912582874298096 ,
2018/07/26 14:03:12 , 3.25 , 4.02194881439209 , 2.184469699859619 , 4.437863826751709 , 2.141928195953369 ,
2018/07/26 14:03:13 , 3.25 , 4.0322370529174805 , 1.1412768363952637 , 4.443663597106934 , 1.9088834524154663 ,
2018/07/26 14:03:14 , 3.25 , 4.009734153747559 , 5.2553019523620605 , 4.464766502380371 , 2.4172463417053223 ,
2018/07/26 14:03:16 , 3.25 , 4.000647068023682 , 4.611187934875488 , 4.461069583892822 , 7.5288519859313965 ,
2018/07/26 14:03:17 , 3.25 , 3.98522686958313 , 1.675320029258728 , 4.404446601867676 , 1.7581274509429932 ,
2018/07/26 14:03:18 , 3.25 , 4.016068458557129 , 6.664226055145264 , 4.399008750915527 , 5.069859504699707 ,
2018/07/26 14:03:20 , 3.25 , 3.999791383743286 , 2.127838134765625 , 4.4059529304504395 , 1.3053785562515259 ,
2018/07/26 14:03:21 , 3.25 , 4.058873653411865 , 2.36639142036438 , 4.43064022064209 , 1.399308443069458 ,
2018/07/26 14:03:22 , 3.25 , 4.048210620880127 , 1.436151385307312 , 4.404307842254639 , 3.5407938957214355 ,
